Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	29	80.55555555555556	1.0205241049637844E-22	AT3G50330, AT3G60390, AT4G11140, AT1G42990, AT5G60850, AT5G47220, AT1G52890, AT5G41570, AT2G46970, AT3G23240, AT5G53980, AT5G67060, AT1G25560, AT5G47230, AT5G23280, AT3G15210, AT5G13910, AT5G43170, AT5G39610, AT1G74840, AT2G28550, AT1G64380, AT1G36060, AT3G19580, AT1G28370, AT3G25730, AT4G16750, AT5G47640, AT5G06710	35	1886	18499	8.127117103469171	7.245721145242869E-21	7.245721145242869E-21	1.0592197462700668E-19
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	29	80.55555555555556	2.501336282925876E-21	AT3G50330, AT3G60390, AT3G49930, AT3G10040, AT4G11140, AT1G42990, AT5G60850, AT5G47220, AT1G52890, AT5G41570, AT2G46970, AT3G23240, AT5G53980, AT5G67060, AT1G25560, AT5G47230, AT5G23280, AT3G15210, AT5G13910, AT1G74840, AT2G28550, AT1G64380, AT1G36060, AT1G28370, AT4G28110, AT3G25730, AT4G16750, AT5G47640, AT5G06710	35	2119	18499	7.233479404031551	1.775948760877372E-19	8.87974380438686E-20	2.5961805018127238E-18
GOTERM_BP_DIRECT	GO:0009873~ethylene-activated signaling pathway	13	36.11111111111111	2.08277685782011E-16	AT1G25560, AT5G47230, AT5G13910, AT3G15210, AT4G11140, AT5G47220, AT2G28550, AT1G64380, AT1G36060, AT3G23240, AT1G28370, AT3G25730, AT4G16750	35	179	18499	38.38579409417399	1.5765166949677223E-14	5.218048215738236E-15	2.3314683517128287E-13
GOTERM_BP_DIRECT	GO:0010200~response to chitin	8	22.22222222222222	3.875916684930451E-9	AT3G19580, AT5G47230, AT3G15210, AT5G43170, AT1G42990, AT4G28110, AT5G47220, AT1G64380	35	133	18499	31.79205155746509	2.7519004830445226E-7	6.879751912602927E-8	4.022881383569654E-6
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	4	11.11111111111111	0.0018870524549071145	AT3G19580, AT3G15210, AT5G43170, AT4G28110	35	134	18499	15.777398720682303	0.12550377202635754	0.026464958633147795	1.941362987489892
GOTERM_BP_DIRECT	GO:0048462~carpel formation	2	5.555555555555555	0.005503980719048966	AT3G50330, AT5G67060	35	3	18499	352.3619047619047	0.32420264834877	0.06322329844978536	5.567469200678032
GOTERM_BP_DIRECT	GO:0009737~response to abscisic acid	5	13.88888888888889	0.0056726503581420226	AT3G19580, AT3G15210, AT5G39610, AT4G28110, AT1G74840	35	394	18499	6.707396664249456	0.3322923608278696	0.05606757143489871	5.733570449893177
GOTERM_BP_DIRECT	GO:0010500~transmitting tissue development	2	5.555555555555555	0.007332098401242762	AT3G50330, AT5G67060	35	4	18499	264.27142857142854	0.40696202009927984	0.06322495384113536	7.353729555965016
GOTERM_BP_DIRECT	GO:0009739~response to gibberellin	3	8.333333333333332	0.014229297357313396	AT5G13910, AT1G67100, AT1G74840	35	99	18499	16.016450216450217	0.6385157552306913	0.10690261188068118	13.821476099027109
GOTERM_BP_DIRECT	GO:0009864~induced systemic resistance, jasmonic acid mediated signaling pathway	2	5.555555555555555	0.02003790582743748	AT3G15210, AT5G47220	35	11	18499	96.09870129870129	0.7623933042619768	0.1338644436759906	18.948780103333895
GOTERM_BP_DIRECT	GO:0009723~response to ethylene	3	8.333333333333332	0.021740306411712543	AT3G15210, AT5G39610, AT1G74840	35	124	18499	12.787327188940093	0.7899873951302357	0.13226734380103844	20.398351099064115
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	4	11.11111111111111	0.03302839066029817	AT5G39610, AT2G28550, AT1G52890, AT4G16750	35	384	18499	5.505654761904761	0.9078756687258983	0.18021897380912988	29.43221395937783
GOTERM_BP_DIRECT	GO:0048467~gynoecium development	2	5.555555555555555	0.03614218541909287	AT3G50330, AT5G67060	35	20	18499	52.854285714285716	0.9267308641819723	0.18212631300707482	31.755468011213317
GOTERM_BP_DIRECT	GO:0001944~vasculature development	2	5.555555555555555	0.046735351973944336	AT1G28370, AT5G47220	35	26	18499	40.65714285714286	0.9665683656475075	0.21551853614992655	39.15103927158208
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	3	8.333333333333332	0.06013050179205436	AT5G47230, AT5G47220, AT5G67060	35	217	18499	7.307044107965766	0.9877595764474965	0.25437619829718017	47.463218010222405
GOTERM_BP_DIRECT	GO:0042538~hyperosmotic salinity response	2	5.555555555555555	0.09969167903504515	AT3G19580, AT5G43170	35	57	18499	18.545363408521304	0.9994221970582772	0.3725036061959903	66.3783529616544
