Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	40	86.95652173913044	5.811367597202742E-31	AT3G50330, AT3G58710, AT3G60390, AT3G49930, AT3G10040, AT1G42990, AT5G60850, AT5G47220, AT1G52890, AT5G64750, AT5G41570, AT1G79840, AT2G46970, AT2G47890, AT2G46990, AT3G23240, AT5G53980, AT1G71030, AT5G67060, AT2G45160, AT1G25560, AT4G14550, AT3G15030, AT1G49475, AT5G23280, AT5G47230, AT3G15210, AT5G13910, AT3G56400, AT5G57520, AT1G74840, AT2G28550, AT5G17810, AT1G36060, AT4G09460, AT1G28370, AT1G06180, AT3G02550, AT3G25730, AT4G16750	46	2119	18499	7.591357695385436	5.055889809566385E-29	5.055889809566385E-29	6.280688444802701E-28
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	37	80.43478260869566	5.078134696799855E-28	AT3G50330, AT3G58710, AT3G60390, AT1G42990, AT5G60850, AT1G17310, AT5G47220, AT1G68840, AT1G52890, AT5G64750, AT5G41570, AT1G79840, AT2G46970, AT2G46990, AT3G23240, AT5G53980, AT5G67060, AT2G45160, AT1G25560, AT4G14550, AT3G15030, AT1G49475, AT5G23280, AT5G47230, AT3G15210, AT5G13910, AT3G56400, AT5G39610, AT5G43170, AT1G74840, AT2G28550, AT5G17810, AT1G36060, AT1G28370, AT4G09460, AT3G25730, AT4G16750	46	1886	18499	7.889517727880492	4.4179771862158734E-26	2.2089885931079367E-26	5.488240311401836E-25
GOTERM_BP_DIRECT	GO:0009873~ethylene-activated signaling pathway	13	28.26086956521739	1.0106585882592675E-14	AT1G25560, AT5G47230, AT5G13910, AT3G15210, AT5G47220, AT1G68840, AT2G28550, AT5G64750, AT1G36060, AT3G23240, AT1G28370, AT3G25730, AT4G16750	46	179	18499	29.206582462958465	8.789635685957364E-13	2.929878561985788E-13	1.0913492332065289E-11
GOTERM_BP_DIRECT	GO:0009739~response to gibberellin	6	13.043478260869565	4.087722000692142E-6	AT4G09460, AT1G71030, AT1G06180, AT5G13910, AT1G67100, AT1G74840	46	99	18499	24.372859025032938	3.555693111656488E-4	8.89041830194337E-5	0.00441775421591295
GOTERM_BP_DIRECT	GO:0010200~response to chitin	6	13.043478260869565	1.7276879733844365E-5	AT5G47230, AT3G15210, AT3G56400, AT5G43170, AT1G42990, AT5G47220	46	133	18499	18.142203334423012	0.001501972430026699	3.0057512251091545E-4	0.018670563216605096
GOTERM_BP_DIRECT	GO:0045892~negative regulation of transcription, DNA-templated	5	10.869565217391305	3.1153391367188415E-4	AT4G14550, AT3G15210, AT3G56400, AT5G43170, AT1G68840	46	134	18499	15.005678131083712	0.026743557741953028	0.004507754968082089	0.336179218365229
GOTERM_BP_DIRECT	GO:0009864~induced systemic resistance, jasmonic acid mediated signaling pathway	3	6.521739130434782	3.138312989395023E-4	AT3G15210, AT3G56400, AT5G47220	46	11	18499	109.6778656126482	0.026938126351111813	0.0038934875346643416	0.3386545346084402
GOTERM_BP_DIRECT	GO:0009751~response to salicylic acid	5	10.869565217391305	5.40723118447673E-4	AT4G09460, AT1G71030, AT1G06180, AT3G56400, AT1G74840	46	155	18499	12.972650771388498	0.045965681095537336	0.005864689484445407	0.5828443212688494
GOTERM_BP_DIRECT	GO:0009753~response to jasmonic acid	5	10.869565217391305	5.539732701502938E-4	AT4G09460, AT1G71030, AT1G06180, AT3G56400, AT1G74840	46	156	18499	12.88949275362319	0.04706542469698527	0.005342237997479682	0.5970878550620062
GOTERM_BP_DIRECT	GO:0009723~response to ethylene	4	8.695652173913043	0.0033971569673227446	AT1G71030, AT3G15210, AT5G39610, AT1G74840	46	124	18499	12.9726507713885	0.256254085616622	0.029171629324916903	3.6109507961967657
GOTERM_BP_DIRECT	GO:0030154~cell differentiation	5	10.869565217391305	0.005715252605209237	AT2G45160, AT3G15030, AT4G09460, AT1G71030, AT1G06180	46	296	18499	6.793111045828437	0.392651976825547	0.04431996982649622	6.006569883112157
GOTERM_BP_DIRECT	GO:0048462~carpel formation	2	4.3478260869565215	0.007280346669571018	AT3G50330, AT5G67060	46	3	18499	268.1014492753623	0.47043907665538665	0.05159683588071051	7.593311824894366
GOTERM_BP_DIRECT	GO:0010500~transmitting tissue development	2	4.3478260869565215	0.009695592365866253	AT3G50330, AT5G67060	46	4	18499	201.07608695652172	0.5715719032452637	0.06312226328338333	9.994309148880376
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription from RNA polymerase II promoter	4	8.695652173913043	0.01497510075753894	AT4G09460, AT1G71030, AT1G06180, AT1G74840	46	213	18499	7.552153500714431	0.7309040562725804	0.0895018195307774	15.046727963848394
GOTERM_BP_DIRECT	GO:0009737~response to abscisic acid	5	10.869565217391305	0.015186219125145764	AT1G71030, AT3G15210, AT5G39610, AT1G74840, AT5G64750	46	394	18499	5.1034539836680635	0.7358757981813882	0.08493092217813869	15.243304382854605
GOTERM_BP_DIRECT	GO:0009733~response to auxin	4	8.695652173913043	0.03335588746410002	AT4G14550, AT2G46990, AT5G39610, AT1G74840	46	290	18499	5.546926536731634	0.9477369098973597	0.16845225003499487	30.694524453790805
GOTERM_BP_DIRECT	GO:0048467~gynoecium development	2	4.3478260869565215	0.047567091045751984	AT3G50330, AT5G67060	46	20	18499	40.21521739130435	0.9855923819239423	0.22074088059197305	40.94580215238971
GOTERM_BP_DIRECT	GO:0001944~vasculature development	2	4.3478260869565215	0.06140067328278224	AT1G28370, AT5G47220	46	26	18499	30.934782608695652	0.995965583456249	0.2638135517576833	49.582922196512754
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	4	8.695652173913043	0.06643339088061476	AT5G39610, AT2G28550, AT1G52890, AT4G16750	46	384	18499	4.189085144927536	0.9974727863330513	0.27004355851486017	52.428952076947
GOTERM_BP_DIRECT	GO:0045893~positive regulation of transcription, DNA-templated	3	6.521739130434782	0.09770950774725477	AT5G47230, AT5G47220, AT5G67060	46	217	18499	5.559707473452214	0.9998696427608258	0.36062337077986995	67.08438698821384
